country;year;sex;age;suicides_no;population;;;;;
Canada;2004;female;15-24 years;101,00;2124167;;;;;
Canada;2004;female;75+ years;44,00;1183549;;;;;
Canada;2004;male;5-14 years;17,00;2069874;;;;;
Canada;2004;female;5-14 years;11,00;1971134;;;;;
Canada;2005;male;35-54 years;1341,00;5018957;;;;;
Canada;2005;male;75+ years;165,00;772032;;;;;
Canada;2005;male;55-74 years;539,00;2802901;;;;;
Canada;2005;male;25-34 years;415,00;2236320;;;;;
Canada;2005;male;15-24 years;378,00;2249377;;;;;
Canada;2005;female;35-54 years;418,00;5018764;;;;;
Canada;2005;female;15-24 years;131,00;2144094;;;;;
Canada;2005;female;55-74 years;158,00;2961910;;;;;
Canada;2005;female;75+ years;58,00;1211769;;;;;
Canada;2005;female;25-34 years;96,00;2188897;;;;;
Canada;2005;female;5-14 years;25,00;1947297;;;;;
Canada;2005;male;5-14 years;19,00;2044772;;;;;
Canada;2006;male;35-54 years;1202,00;5050497;;;;;
Canada;2006;male;75+ years;188,00;806380;;;;;
Canada;2006;male;55-74 years;599,00;2910932;;;;;
Canada;2006;male;25-34 years;362,00;2220384;;;;;
Canada;2006;male;15-24 years;331,00;2288073;;;;;
Canada;2006;female;35-54 years;362,00;5021174;;;;;
Canada;2006;female;55-74 years;187,00;3071300;;;;;
Canada;2006;female;25-34 years;118,00;2177957;;;;;
Canada;2006;female;15-24 years;86,00;2179623;;;;;
Canada;2006;female;75+ years;46,00;1241475;;;;;
Canada;2006;female;5-14 years;18,00;1920311;;;;;
Canada;2006;male;5-14 years;13,00;2014856;;;;;
Canada;2007;male;35-54 years;1224,00;5064536;;;;;
Canada;2007;male;75+ years;183,00;837259;;;;;
Canada;2007;male;25-34 years;404,00;2250433;;;;;
Canada;2007;male;55-74 years;539,00;3006062;;;;;
Canada;2007;male;15-24 years;359,00;2318148;;;;;
Canada;2007;female;35-54 years;400,00;5030803;;;;;
Canada;2007;female;55-74 years;188,00;3170541;;;;;
Canada;2007;female;15-24 years;116,00;2206555;;;;;
Canada;2007;female;25-34 years;113,00;2212210;;;;;
Canada;2007;female;75+ years;52,00;1269438;;;;;
Canada;2007;male;5-14 years;18,00;1986129;;;;;
Canada;2007;female;5-14 years;15,00;1890517;;;;;
Canada;2008;male;35-54 years;1241,00;5076969;;;;;
Canada;2008;male;75+ years;192,00;866435;;;;;
Canada;2008;male;55-74 years;589,00;3107189;;;;;
Canada;2008;male;25-34 years;395,00;2286010;;;;;
Canada;2008;male;15-24 years;344,00;2341539;;;;;
Canada;2008;female;35-54 years;413,00;5038500;;;;;
Canada;2008;female;55-74 years;231,00;3276332;;;;;
Canada;2008;female;15-24 years;119,00;2227003;;;;;
Canada;2008;female;25-34 years;118,00;2251723;;;;;
Canada;2008;female;75+ years;38,00;1296269;;;;;
Canada;2008;male;5-14 years;16,00;1959155;;;;;
Canada;2008;female;5-14 years;9,00;1861517;;;;;
Canada;2009;male;35-54 years;1328,00;5085328;;;;;
Canada;2009;male;55-74 years;680,00;3216246;;;;;
Canada;2009;male;75+ years;182,00;893202;;;;;
Canada;2009;male;25-34 years;437,00;2325144;;;;;
Canada;2009;male;15-24 years;349,00;2355316;;;;;
Canada;2009;female;35-54 years;402,00;5043261;;;;;
Canada;2009;female;15-24 years;130,00;2238546;;;;;
Canada;2009;female;55-74 years;192,00;3389717;;;;;
Canada;2009;female;25-34 years;119,00;2293665;;;;;
Canada;2009;female;75+ years;46,00;1322098;;;;;
Canada;2009;male;5-14 years;13,00;1937420;;;;;
Canada;2009;female;5-14 years;12,00;1837414;;;;;
Canada;2010;male;35-54 years;1292,00;5088099;;;;;
Canada;2010;male;75+ years;200,00;917671;;;;;
Canada;2010;male;55-74 years;690,00;3333897;;;;;
Canada;2010;male;25-34 years;409,00;2366854;;;;;
Canada;2010;male;15-24 years;371,00;2357806;;;;;
Canada;2010;female;35-54 years;402,00;5044926;;;;;
Canada;2010;female;55-74 years;237,00;3510692;;;;;
Canada;2010;female;25-34 years;154,00;2335884;;;;;
Canada;2010;female;15-24 years;115,00;2239759;;;;;
Canada;2010;female;75+ years;49,00;1347679;;;;;
Canada;2010;male;5-14 years;19,00;1922599;;;;;
Canada;2010;female;5-14 years;13,00;1820274;;;;;
Canada;2011;male;35-54 years;1127,00;5074280;;;;;
Canada;2011;male;55-74 years;683,00;3455517;;;;;
Canada;2011;male;75+ years;184,00;943428;;;;;
Canada;2011;male;25-34 years;410,00;2400784;;;;;
Canada;2011;male;15-24 years;364,00;2356694;;;;;
Canada;2011;female;35-54 years;390,00;5032043;;;;;
Canada;2011;female;15-24 years;135,00;2248192;;;;;
Canada;2011;female;55-74 years;215,00;3629587;;;;;
Canada;2011;female;25-34 years;134,00;2370185;;;;;
Canada;2011;female;75+ years;55,00;1368680;;;;;
Canada;2011;female;5-14 years;18,00;1815461;;;;;
Canada;2011;male;5-14 years;13,00;1920567;;;;;
Canada;2012;male;35-54 years;1205,00;5056024;;;;;
Canada;2012;male;55-74 years;770,00;3586361;;;;;
Canada;2012;male;75+ years;180,00;967342;;;;;
Canada;2012;male;25-34 years;419,00;2431632;;;;;
Canada;2012;male;15-24 years;381,00;2358461;;;;;
Canada;2012;female;35-54 years;385,00;5018897;;;;;
Canada;2012;female;55-74 years;241,00;3756013;;;;;
Canada;2012;female;15-24 years;137,00;2255895;;;;;
Canada;2012;female;25-34 years;129,00;2403433;;;;;
Canada;2012;female;75+ years;45,00;1389078;;;;;
Canada;2012;female;5-14 years;17,00;1816079;;;;;
Canada;2012;male;5-14 years;17,00;1921981;;;;;
Canada;2013;male;35-54 years;1244,00;5032714;;;;;
Canada;2013;male;75+ years;231,00;991048;;;;;
Canada;2013;male;55-74 years;812,00;3724622;;;;;
Canada;2013;male;25-34 years;439,00;2456335;;;;;
Canada;2013;male;15-24 years;300,00;2362807;;;;;
Canada;2013;female;35-54 years;400,00;5003771;;;;;
Canada;2013;female;55-74 years;255,00;3887315;;;;;
Canada;2013;female;15-24 years;138,00;2261173;;;;;
Canada;2013;female;25-34 years;135,00;2433660;;;;;
Canada;2013;female;75+ years;65,00;1410630;;;;;
Canada;2013;female;5-14 years;20,00;1823010;;;;;
Canada;2013;male;5-14 years;15,00;1927751;;;;;
Chile;1985;male;75+ years;34,00;87600;;;;;
Chile;1985;male;55-74 years;100,00;538000;;;;;
Chile;1985;male;35-54 years;174,00;1201800;;;;;
Chile;1985;male;25-34 years;122,00;962600;;;;;
Chile;1985;male;15-24 years;133,00;1239900;;;;;
Chile;1985;female;55-74 years;21,00;633700;;;;;
Chile;1985;female;35-54 years;40,00;1252200;;;;;
Chile;1985;female;15-24 years;27,00;1216200;;;;;
Chile;1985;female;75+ years;3,00;141200;;;;;
Chile;1985;female;25-34 years;19,00;957500;;;;;
Chile;1985;male;5-14 years;9,00;1240900;;;;;
Chile;1985;female;5-14 years;1,00;1203800;;;;;
Chile;1986;male;75+ years;21,00;91400;;;;;
Chile;1986;male;55-74 years;116,00;550000;;;;;
Chile;1986;male;35-54 years;156,00;1237100;;;;;
Chile;1986;male;25-34 years;124,00;1024700;;;;;
Chile;1986;male;15-24 years;108,00;1261700;;;;;
Chile;1986;female;15-24 years;37,00;1234200;;;;;
Chile;1986;female;35-54 years;37,00;1305400;;;;;
Chile;1986;female;25-34 years;26,00;1018700;;;;;
Chile;1986;female;55-74 years;15,00;657700;;;;;
Chile;1986;female;75+ years;3,00;147500;;;;;
Chile;1986;male;5-14 years;7,00;1224000;;;;;
Chile;1986;female;5-14 years;4,00;1179300;;;;;
Chile;1987;male;55-74 years;120,00;563900;;;;;
Chile;1987;male;75+ years;19,00;93700;;;;;
Chile;1987;male;25-34 years;147,00;1050700;;;;;
Chile;1987;male;35-54 years;160,00;1268600;;;;;
Chile;1987;male;15-24 years;116,00;1293700;;;;;
Chile;1987;female;55-74 years;23,00;674400;;;;;
Chile;1987;female;15-24 years;38,00;1265500;;;;;
Chile;1987;female;25-34 years;29,00;1044400;;;;;
Chile;1987;female;35-54 years;34,00;1338500;;;;;
Chile;1987;male;5-14 years;6,00;1255100;;;;;
Chile;1987;female;5-14 years;1,00;1209200;;;;;
Chile;1987;female;75+ years;0,00;151300;;;;;
Chile;1988;male;75+ years;29,00;106000;;;;;
Chile;1988;male;55-74 years;101,00;566000;;;;;
Chile;1988;male;25-34 years;160,00;1095000;;;;;
Chile;1988;male;35-54 years;173,00;1272000;;;;;
Chile;1988;male;15-24 years;112,00;1259000;;;;;
Chile;1988;female;15-24 years;38,00;1233000;;;;;
Chile;1988;female;55-74 years;19,00;697000;;;;;
Chile;1988;female;35-54 years;32,00;1329000;;;;;
Chile;1988;female;75+ years;3,00;172000;;;;;
Chile;1988;female;25-34 years;19,00;1090000;;;;;
Chile;1988;female;5-14 years;6,00;1224000;;;;;
Chile;1988;male;5-14 years;5,00;1263000;;;;;
Chile;1989;male;75+ years;34,00;106000;;;;;
Chile;1989;male;55-74 years;109,00;579000;;;;;
Chile;1989;male;25-34 years;162,00;1123000;;;;;
Chile;1989;male;35-54 years;170,00;1314000;;;;;
Chile;1989;male;15-24 years;140,00;1255000;;;;;
Chile;1989;female;35-54 years;33,00;1370000;;;;;
Chile;1989;female;15-24 years;26,00;1228000;;;;;
Chile;1989;female;25-34 years;23,00;1117000;;;;;
Chile;1989;female;75+ years;3,00;175000;;;;;
Chile;1989;female;55-74 years;12,00;715000;;;;;
Chile;1989;male;5-14 years;11,00;1280000;;;;;
Chile;1989;female;5-14 years;2,00;1239000;;;;;
Chile;1990;male;55-74 years;145,00;608000;;;;;
Chile;1990;male;75+ years;22,00;112000;;;;;
Chile;1990;male;35-54 years;176,00;1340000;;;;;
Chile;1990;male;25-34 years;148,00;1167000;;;;;
Chile;1990;male;15-24 years;134,00;1256000;;;;;
Chile;1990;female;55-74 years;19,00;732000;;;;;
Chile;1990;female;35-54 years;34,00;1419000;;;;;
Chile;1990;female;25-34 years;27,00;1162000;;;;;
Chile;1990;female;15-24 years;23,00;1230000;;;;;
Chile;1990;female;75+ years;3,00;171000;;;;;
Chile;1990;male;5-14 years;9,00;1276000;;;;;
Chile;1990;female;5-14 years;3,00;1236000;;;;;
Chile;1991;male;75+ years;31,00;112500;;;;;
Chile;1991;male;55-74 years;111,00;617200;;;;;
Chile;1991;male;35-54 years;222,00;1404000;;;;;
Chile;1991;male;25-34 years;143,00;1178100;;;;;
Chile;1991;male;15-24 years;142,00;1243900;;;;;
Chile;1991;female;35-54 years;42,00;1453200;;;;;
Chile;1991;female;15-24 years;34,00;1217200;;;;;
Chile;1991;female;75+ years;5,00;186300;;;;;
Chile;1991;female;25-34 years;29,00;1171500;;;;;
Chile;1991;female;55-74 years;16,00;750400;;;;;
Chile;1991;female;5-14 years;7,00;1247600;;;;;
Chile;1991;male;5-14 years;5,00;1289100;;;;;
Chile;1992;male;75+ years;25,00;118000;;;;;
Chile;1992;male;55-74 years;105,00;640000;;;;;
Chile;1992;male;25-34 years;162,00;1211000;;;;;
Chile;1992;male;35-54 years;170,00;1435000;;;;;
Chile;1992;male;15-24 years;94,00;1245000;;;;;
Chile;1992;female;15-24 years;29,00;1218000;;;;;
Chile;1992;female;25-34 years;25,00;1205000;;;;;
Chile;1992;female;35-54 years;27,00;1512000;;;;;
Chile;1992;female;55-74 years;12,00;769000;;;;;
Chile;1992;male;5-14 years;6,00;1316000;;;;;
Chile;1992;female;5-14 years;3,00;1273000;;;;;
Chile;1992;female;75+ years;0,00;183000;;;;;
Chile;1993;male;75+ years;50,00;119900;;;;;
Chile;1993;male;55-74 years;110,00;649000;;;;;
Chile;1993;male;35-54 years;187,00;1509600;;;;;
Chile;1993;male;25-34 years;150,00;1213100;;;;;
Chile;1993;male;15-24 years;118,00;1237400;;;;;
Chile;1993;female;35-54 years;45,00;1555600;;;;;
Chile;1993;female;55-74 years;18,00;782200;;;;;
Chile;1993;female;15-24 years;26,00;1209600;;;;;
Chile;1993;female;25-34 years;24,00;1205200;;;;;
Chile;1993;male;5-14 years;9,00;1334500;;;;;
Chile;1993;female;5-14 years;3,00;1290200;;;;;
Chile;1993;female;75+ years;0,00;200100;;;;;
Chile;1994;male;75+ years;33,00;123700;;;;;
Chile;1994;male;55-74 years;127,00;666400;;;;;
Chile;1994;male;25-34 years;184,00;1224400;;;;;
Chile;1994;male;35-54 years;223,00;1564900;;;;;
Chile;1994;male;15-24 years;135,00;1235400;;;;;
Chile;1994;female;25-34 years;26,00;1215800;;;;;
Chile;1994;female;55-74 years;16,00;799600;;;;;
Chile;1994;female;35-54 years;30,00;1609700;;;;;
Chile;1994;female;15-24 years;18,00;1206800;;;;;
Chile;1994;female;75+ years;3,00;207300;;;;;
Chile;1994;female;5-14 years;4,00;1313500;;;;;
Chile;1994;male;5-14 years;2,00;1359100;;;;;
Chile;1995;male;75+ years;42,00;133512;;;;;
Chile;1995;male;55-74 years;144,00;688457;;;;;
Chile;1995;male;35-54 years;271,00;1658149;;;;;
Chile;1995;male;25-34 years;191,00;1229397;;;;;
Chile;1995;male;15-24 years;149,00;1250060;;;;;
Chile;1995;female;55-74 years;27,00;835569;;;;;
Chile;1995;female;15-24 years;32,00;1219884;;;;;
Chile;1995;female;75+ years;5,00;231756;;;;;
Chile;1995;female;35-54 years;35,00;1697961;;;;;
Chile;1995;female;25-34 years;20,00;1218604;;;;;
Chile;1995;male;5-14 years;10,00;1390311;;;;;
Chile;1995;female;5-14 years;4,00;1343983;;;;;
Chile;1996;male;55-74 years;159,00;710072;;;;;
Chile;1996;male;75+ years;27,00;139885;;;;;
Chile;1996;male;35-54 years;266,00;1711922;;;;;
Chile;1996;male;25-34 years;174,00;1241653;;;;;
Chile;1996;male;15-24 years;163,00;1251601;;;;;
Chile;1996;female;15-24 years;35,00;1220658;;;;;
Chile;1996;female;55-74 years;19,00;857363;;;;;
Chile;1996;female;35-54 years;37,00;1749299;;;;;
Chile;1996;female;25-34 years;22,00;1230619;;;;;
Chile;1996;female;75+ years;4,00;241120;;;;;
Chile;1996;male;5-14 years;7,00;1408982;;;;;
Chile;1996;female;5-14 years;4,00;1361915;;;;;
Chile;1997;male;75+ years;41,00;145725;;;;;
Chile;1997;male;55-74 years;137,00;734236;;;;;
Chile;1997;male;25-34 years;185,00;1250037;;;;;
Chile;1997;male;35-54 years;260,00;1763823;;;;;
Chile;1997;male;15-24 years;147,00;1255098;;;;;
Chile;1997;female;15-24 years;47,00;1223306;;;;;
Chile;1997;female;35-54 years;40,00;1798922;;;;;
Chile;1997;female;55-74 years;17,00;881537;;;;;
Chile;1997;female;25-34 years;22,00;1238772;;;;;
Chile;1997;female;75+ years;4,00;250029;;;;;
Chile;1997;male;5-14 years;6,00;1422834;;;;;
Chile;1997;female;5-14 years;4,00;1375231;;;;;
Chile;1998;male;75+ years;42,00;151228;;;;;
Chile;1998;male;55-74 years;174,00;760504;;;;;
Chile;1998;male;35-54 years;320,00;1814884;;;;;
Chile;1998;male;25-34 years;208,00;1254955;;;;;
Chile;1998;male;15-24 years;151,00;1261357;;;;;
Chile;1998;female;75+ years;9,00;258839;;;;;
Chile;1998;female;15-24 years;37,00;1228590;;;;;
Chile;1998;female;25-34 years;30,00;1243432;;;;;
Chile;1998;female;35-54 years;40,00;1847894;;;;;
Chile;1998;female;55-74 years;12,00;907553;;;;;
Chile;1998;female;5-14 years;4,00;1383385;;;;;
Chile;1998;male;5-14 years;4,00;1431319;;;;;
Chile;1999;male;75+ years;51,00;156699;;;;;
Chile;1999;male;55-74 years;167,00;788056;;;;;
Chile;1999;male;25-34 years;222,00;1257020;;;;;
Chile;1999;male;35-54 years;323,00;1866819;;;;;
Chile;1999;male;15-24 years;137,00;1271218;;;;;
Chile;1999;female;55-74 years;26,00;934470;;;;;
Chile;1999;female;15-24 years;34,00;1237322;;;;;
Chile;1999;female;25-34 years;33,00;1245169;;;;;
Chile;1999;female;35-54 years;39,00;1897956;;;;;
Chile;1999;female;75+ years;5,00;268032;;;;;
Chile;1999;male;5-14 years;3,00;1434608;;;;;
Chile;1999;female;5-14 years;1,00;1386513;;;;;
Chile;2000;male;75+ years;66,00;162328;;;;;
Chile;2000;male;55-74 years;214,00;816437;;;;;
Chile;2000;male;25-34 years;305,00;1256699;;;;;
Chile;2000;male;35-54 years;457,00;1920281;;;;;
Chile;2000;male;15-24 years;216,00;1284868;;;;;
Chile;2000;female;55-74 years;40,00;961724;;;;;
Chile;2000;female;15-24 years;48,00;1249702;;;;;
Chile;2000;female;35-54 years;70,00;1949811;;;;;
Chile;2000;female;25-34 years;38,00;1244402;;;;;
Chile;2000;female;75+ years;5,00;277903;;;;;
Chile;2000;male;5-14 years;8,00;1433773;;;;;
Chile;2000;female;5-14 years;6,00;1385647;;;;;
Chile;2001;male;75+ years;51,00;170681;;;;;
Chile;2001;male;55-74 years;239,00;840928;;;;;
Chile;2001;male;35-54 years;540,00;1973130;;;;;
Chile;2001;male;25-34 years;297,00;1254746;;;;;
Chile;2001;male;15-24 years;253,00;1302835;;;;;
Chile;2001;female;15-24 years;60,00;1266054;;;;;
Chile;2001;female;25-34 years;53,00;1241466;;;;;
Chile;2001;female;35-54 years;85,00;2001968;;;;;
Chile;2001;female;75+ years;6,00;289839;;;;;
Chile;2001;female;55-74 years;19,00;986090;;;;;
Chile;2001;male;5-14 years;12,00;1430077;;;;;
Chile;2001;female;5-14 years;10,00;1381776;;;;;
Chile;2002;male;75+ years;62,00;178855;;;;;
Chile;2002;male;55-74 years;222,00;866261;;;;;
Chile;2002;male;35-54 years;519,00;2027249;;;;;
Chile;2002;male;25-34 years;296,00;1250576;;;;;
Chile;2002;male;15-24 years;241,00;1324289;;;;;
Chile;2002;female;35-54 years;101,00;2055488;;;;;
Chile;2002;female;75+ years;13,00;301961;;;;;
Chile;2002;female;25-34 years;46,00;1236130;;;;;
Chile;2002;female;15-24 years;47,00;1285841;;;;;
Chile;2002;female;55-74 years;34,00;1011017;;;;;
Chile;2002;male;5-14 years;17,00;1421716;;;;;
Chile;2002;female;5-14 years;5,00;1373457;;;;;
Chile;2003;male;75+ years;68,00;186783;;;;;
Chile;2003;male;55-74 years;252,00;893577;;;;;
Chile;2003;male;35-54 years;522,00;2080845;;;;;
Chile;2003;male;25-34 years;306,00;1245745;;;;;
Chile;2003;male;15-24 years;234,00;1347509;;;;;
Chile;2003;female;35-54 years;92,00;2108485;;;;;
Chile;2003;female;25-34 years;53,00;1229939;;;;;
Chile;2003;female;15-24 years;53,00;1307367;;;;;
Chile;2003;female;75+ years;12,00;314243;;;;;
Chile;2003;female;55-74 years;38,00;1037657;;;;;
Chile;2003;male;5-14 years;20,00;1409825;;;;;
Chile;2003;female;5-14 years;4,00;1361783;;;;;
Chile;2004;male;75+ years;70,00;194364;;;;;
Chile;2004;male;55-74 years;240,00;924415;;;;;
Chile;2004;male;25-34 years;315,00;1242337;;;;;
Chile;2004;male;35-54 years;537,00;2130985;;;;;
Chile;2004;male;15-24 years;295,00;1369726;;;;;
Chile;2004;female;25-34 years;66,00;1224969;;;;;
Chile;2004;female;15-24 years;59,00;1327931;;;;;
Chile;2004;female;35-54 years;94,00;2157866;;;;;
Chile;2004;female;75+ years;11,00;326622;;;;;
Chile;2004;female;55-74 years;28,00;1067631;;;;;
Chile;2004;male;5-14 years;15,00;1395929;;;;;
Chile;2004;female;5-14 years;5,00;1348218;;;;;
Chile;2005;male;75+ years;69,00;201597;;;;;
Chile;2005;male;55-74 years;252,00;959661;;;;;
Chile;2005;male;35-54 years;512,00;2175825;;;;;
Chile;2005;male;25-34 years;279,00;1241761;;;;;
Chile;2005;male;15-24 years;265,00;1388993;;;;;
Chile;2005;female;35-54 years;108,00;2201632;;;;;
Chile;2005;female;15-24 years;62,00;1345647;;;;;
Chile;2005;female;25-34 years;49,00;1222631;;;;;
Chile;2005;female;55-74 years;40,00;1101868;;;;;
Chile;2005;male;5-14 years;26,00;1381060;;;;;
Chile;2005;female;75+ years;6,00;339162;;;;;
Chile;2005;female;5-14 years;14,00;1333737;;;;;
Chile;2006;male;75+ years;82,00;210746;;;;;
Chile;2006;male;35-54 years;597,00;2214294;;;;;
Chile;2006;male;55-74 years;256,00;993366;;;;;
Chile;2006;male;25-34 years;287,00;1244997;;;;;
Chile;2006;male;15-24 years;256,00;1407202;;;;;
Chile;2006;female;35-54 years;127,00;2239649;;;;;
Chile;2006;female;15-24 years;74,00;1361962;;;;;
Chile;2006;female;25-34 years;49,00;1223765;;;;;
Chile;2006;female;55-74 years;33,00;1136080;;;;;
Chile;2006;female;75+ years;8,00;352617;;;;;
Chile;2006;male;5-14 years;20,00;1367172;;;;;
Chile;2006;female;5-14 years;6,00;1319746;;;;;
Chile;2007;male;75+ years;63,00;219367;;;;;
Chile;2007;male;55-74 years;270,00;1031049;;;;;
Chile;2007;male;25-34 years;310,00;1251058;;;;;
Chile;2007;male;35-54 years;532,00;2247973;;;;;
Chile;2007;male;15-24 years;302,00;1422332;;;;;
Chile;2007;female;15-24 years;90,00;1375294;;;;;
Chile;2007;female;25-34 years;74,00;1227488;;;;;
Chile;2007;female;35-54 years;128,00;2272322;;;;;
Chile;2007;female;55-74 years;42,00;1174419;;;;;
Chile;2007;female;75+ years;9,00;365832;;;;;
Chile;2007;male;5-14 years;19,00;1352835;;;;;
Chile;2007;female;5-14 years;9,00;1305466;;;;;
Chile;2008;male;75+ years;74,00;227419;;;;;
Chile;2008;male;25-34 years;346,00;1260323;;;;;
Chile;2008;male;55-74 years;294,00;1072247;;;;;
Chile;2008;male;35-54 years;616,00;2277546;;;;;
Chile;2008;male;15-24 years;330,00;1433674;;;;;
Chile;2008;female;15-24 years;110,00;1384953;;;;;
Chile;2008;female;25-34 years;79,00;1234171;;;;;
Chile;2008;female;35-54 years;135,00;2300364;;;;;
Chile;2008;female;55-74 years;64,00;1216310;;;;;
Chile;2008;female;75+ years;10,00;378855;;;;;
Chile;2008;female;5-14 years;16,00;1291313;;;;;
Chile;2008;male;5-14 years;14,00;1338486;;;;;
Chile;2009;male;75+ years;88,00;234780;;;;;
Chile;2009;male;25-34 years;362,00;1273220;;;;;
Chile;2009;male;55-74 years;316,00;1116278;;;;;
Chile;2009;male;35-54 years;613,00;2304506;;;;;
Chile;2009;male;15-24 years;330,00;1440637;;;;;
Chile;2009;female;15-24 years;102,00;1390368;;;;;
Chile;2009;female;25-34 years;85,00;1244249;;;;;
Chile;2009;female;35-54 years;155,00;2325328;;;;;
Chile;2009;female;55-74 years;59,00;1260914;;;;;
Chile;2009;female;75+ years;12,00;391659;;;;;
Chile;2009;male;5-14 years;15,00;1324547;;;;;
Chile;2009;female;5-14 years;11,00;1277663;;;;;
Chile;2010;male;75+ years;98,00;241464;;;;;
Chile;2010;male;35-54 years;607,00;2329802;;;;;
Chile;2010;male;25-34 years;307,00;1289792;;;;;
Chile;2010;male;55-74 years;273,00;1162662;;;;;
Chile;2010;male;15-24 years;315,00;1442868;;;;;
Chile;2010;female;15-24 years;90,00;1391250;;;;;
Chile;2010;female;35-54 years;150,00;2348223;;;;;
Chile;2010;female;25-34 years;78,00;1257779;;;;;
Chile;2010;female;55-74 years;45,00;1307594;;;;;
Chile;2010;female;75+ years;10,00;404348;;;;;
Chile;2010;male;5-14 years;18,00;1311312;;;;;
Chile;2010;female;5-14 years;10,00;1264757;;;;;
Chile;2011;male;75+ years;89,00;250197;;;;;
Chile;2011;male;55-74 years;339,00;1205080;;;;;
Chile;2011;male;25-34 years;330,00;1309717;;;;;
Chile;2011;male;35-54 years;575,00;2350457;;;;;
Chile;2011;male;15-24 years;312,00;1441346;;;;;
Chile;2011;female;35-54 years;158,00;2367343;;;;;
Chile;2011;female;25-34 years;67,00;1274974;;;;;
Chile;2011;female;15-24 years;69,00;1388507;;;;;
Chile;2011;female;55-74 years;50,00;1351263;;;;;
Chile;2011;female;75+ years;14,00;417296;;;;;
Chile;2011;female;5-14 years;12,00;1253907;;;;;
Chile;2011;male;5-14 years;12,00;1300696;;;;;
Chile;2012;male;75+ years;101,00;258082;;;;;
Chile;2012;male;25-34 years;319,00;1333713;;;;;
Chile;2012;male;35-54 years;555,00;2370451;;;;;
Chile;2012;male;55-74 years;285,00;1250017;;;;;
Chile;2012;male;15-24 years;242,00;1435400;;;;;
Chile;2012;female;35-54 years;138,00;2385205;;;;;
Chile;2012;female;25-34 years;62,00;1296016;;;;;
Chile;2012;female;15-24 years;62,00;1381401;;;;;
Chile;2012;female;55-74 years;52,00;1397521;;;;;
Chile;2012;female;75+ years;10,00;429697;;;;;
Chile;2012;male;5-14 years;8,00;1292347;;;;;
Chile;2012;female;5-14 years;7,00;1245397;;;;;
Chile;2013;male;75+ years;82,00;265665;;;;;
Chile;2013;male;55-74 years;288,00;1296922;;;;;
Chile;2013;male;25-34 years;298,00;1359760;;;;;
Chile;2013;male;35-54 years;516,00;2389789;;;;;
Chile;2013;male;15-24 years;224,00;1425807;;;;;
Chile;2013;female;35-54 years;130,00;2401833;;;;;
Chile;2013;female;15-24 years;60,00;1370723;;;;;
Chile;2013;female;25-34 years;52,00;1318935;;;;;
Chile;2013;female;55-74 years;54,00;1445681;;;;;
Chile;2013;female;75+ years;14,00;442189;;;;;
Chile;2013;male;5-14 years;12,00;1285975;;;;;
Chile;2013;female;5-14 years;8,00;1238965;;;;;
Chile;2014;male;75+ years;92,00;273608;;;;;
Chile;2014;male;55-74 years;308,00;1345116;;;;;
Chile;2014;male;35-54 years;536,00;2408469;;;;;
Chile;2014;male;25-34 years;289,00;1384843;;;;;
Chile;2014;male;15-24 years;238,00;1413924;;;;;
Chile;2014;female;35-54 years;127,00;2417192;;;;;
Chile;2014;female;25-34 years;60,00;1340788;;;;;
Chile;2014;female;15-24 years;58,00;1357865;;;;;
Chile;2014;female;55-74 years;52,00;1494867;;;;;
Chile;2014;female;75+ years;8,00;455627;;;;;
Chile;2014;male;5-14 years;12,00;1280751;;;;;
Chile;2014;female;5-14 years;9,00;1233817;;;;;
Chile;2015;male;75+ years;117,00;282308;;;;;
Chile;2015;male;55-74 years;301,00;1394272;;;;;
Chile;2015;male;35-54 years;513,00;2426719;;;;;
Chile;2015;male;25-34 years;296,00;1406921;;;;;
Chile;2015;male;15-24 years;224,00;1400822;;;;;
Chile;2015;female;35-54 years;136,00;2431495;;;;;
Chile;2015;female;55-74 years;78,00;1544550;;;;;
Chile;2015;female;25-34 years;66,00;1359598;;;;;
Chile;2015;female;15-24 years;64,00;1343941;;;;;
Chile;2015;female;75+ years;21,00;470618;;;;;
Chile;2015;female;5-14 years;13,00;1228869;;;;;
Chile;2015;male;5-14 years;9,00;1275612;;;;;
Colombia;1985;male;75+ years;21,00;123400;;;;;
Colombia;1985;male;55-74 years;113,00;1015200;;;;;
Colombia;1985;male;25-34 years;193,00;2323700;;;;;
Colombia;1985;male;15-24 years;256,00;3190200;;;;;
Colombia;1985;male;35-54 years;188,00;2451100;;;;;
Colombia;1985;female;15-24 years;117,00;3140700;;;;;
Colombia;1985;female;25-34 years;45,00;2276100;;;;;
Colombia;1985;female;75+ years;3,00;174000;;;;;
Colombia;1985;female;35-54 years;31,00;2403500;;;;;
Colombia;1985;female;55-74 years;12,00;1150600;;;;;
Colombia;1985;male;5-14 years;12,00;3443900;;;;;
Colombia;1985;female;5-14 years;10,00;3360000;;;;;
Colombia;1986;male;75+ years;13,00;126000;;;;;
Colombia;1986;male;15-24 years;260,00;3258100;;;;;
Colombia;1986;male;25-34 years;189,00;2373200;;;;;
Colombia;1986;male;55-74 years;81,00;1036800;;;;;
Colombia;1986;male;35-54 years;187,00;2503200;;;;;
Colombia;1986;female;15-24 years;121,00;3207600;;;;;
Colombia;1986;female;25-34 years;48,00;2324500;;;;;
Colombia;1986;female;55-74 years;13,00;1175000;;;;;
Colombia;1986;female;35-54 years;26,00;2454600;;;;;
