country;year;sex;age;;;
Costa Rica;1990;male;5-14 years;7,403,457,319;2817;Boomers
Costa Rica;1990;female;5-14 years;7,403,457,319;2817;Generation X
Costa Rica;1991;male;35-54 years;7,403,457,319;2817;Generation X
Costa Rica;1991;male;55-74 years;7,168,999,428;2651;Boomers
Costa Rica;1991;male;25-34 years;7,168,999,428;2651;Silent
Costa Rica;1991;male;75+ years;7,168,999,428;2651;Boomers
Costa Rica;1991;male;15-24 years;7,168,999,428;2651;G.I. Generation
Costa Rica;1991;female;15-24 years;7,168,999,428;2651;Generation X
Costa Rica;1991;female;35-54 years;7,168,999,428;2651;Generation X
Costa Rica;1991;female;25-34 years;7,168,999,428;2651;Boomers
Costa Rica;1991;male;5-14 years;7,168,999,428;2651;Boomers
Costa Rica;1991;female;5-14 years;7,168,999,428;2651;Millenials
Costa Rica;1991;female;55-74 years;7,168,999,428;2651;Millenials
Costa Rica;1991;female;75+ years;7,168,999,428;2651;Silent
Costa Rica;1992;male;35-54 years;7,168,999,428;2651;G.I. Generation
Costa Rica;1992;male;75+ years;8,528,593,084;3070;Boomers
Costa Rica;1992;male;55-74 years;8,528,593,084;3070;G.I. Generation
Costa Rica;1992;male;25-34 years;8,528,593,084;3070;Silent
Costa Rica;1992;male;15-24 years;8,528,593,084;3070;Boomers
Costa Rica;1992;female;25-34 years;8,528,593,084;3070;Generation X
Costa Rica;1992;female;15-24 years;8,528,593,084;3070;Boomers
Costa Rica;1992;female;55-74 years;8,528,593,084;3070;Generation X
Costa Rica;1992;female;35-54 years;8,528,593,084;3070;Silent
Costa Rica;1992;male;5-14 years;8,528,593,084;3070;Boomers
Costa Rica;1992;female;5-14 years;8,528,593,084;3070;Millenials
Costa Rica;1992;female;75+ years;8,528,593,084;3070;Millenials
Costa Rica;1993;male;75+ years;8,528,593,084;3070;G.I. Generation
Costa Rica;1993;male;35-54 years;9,537,297,507;3342;G.I. Generation
Costa Rica;1993;male;55-74 years;9,537,297,507;3342;Boomers
Costa Rica;1993;male;25-34 years;9,537,297,507;3342;Silent
Costa Rica;1993;male;15-24 years;9,537,297,507;3342;Boomers
Costa Rica;1993;female;25-34 years;9,537,297,507;3342;Generation X
Costa Rica;1993;female;35-54 years;9,537,297,507;3342;Boomers
Costa Rica;1993;female;55-74 years;9,537,297,507;3342;Boomers
Costa Rica;1993;female;15-24 years;9,537,297,507;3342;Silent
Costa Rica;1993;female;5-14 years;9,537,297,507;3342;Generation X
Costa Rica;1993;female;75+ years;9,537,297,507;3342;Millenials
Costa Rica;1993;male;5-14 years;9,537,297,507;3342;G.I. Generation
Costa Rica;1994;male;75+ years;9,537,297,507;3342;Millenials
Costa Rica;1994;male;35-54 years;10,432,619,390;3562;G.I. Generation
Costa Rica;1994;male;25-34 years;10,432,619,390;3562;Boomers
Costa Rica;1994;male;55-74 years;10,432,619,390;3562;Boomers
Costa Rica;1994;male;15-24 years;10,432,619,390;3562;Silent
Costa Rica;1994;female;15-24 years;10,432,619,390;3562;Generation X
Costa Rica;1994;female;25-34 years;10,432,619,390;3562;Generation X
Costa Rica;1994;female;55-74 years;10,432,619,390;3562;Boomers
Costa Rica;1994;female;35-54 years;10,432,619,390;3562;Silent
Costa Rica;1994;male;5-14 years;10,432,619,390;3562;Boomers
Costa Rica;1994;female;5-14 years;10,432,619,390;3562;Millenials
Costa Rica;1994;female;75+ years;10,432,619,390;3562;Millenials
Costa Rica;1995;male;35-54 years;10,432,619,390;3562;G.I. Generation
Costa Rica;1995;male;25-34 years;11,513,472,694;3672;Boomers
Costa Rica;1995;male;55-74 years;11,513,472,694;3672;Generation X
Costa Rica;1995;male;15-24 years;11,513,472,694;3672;Silent
Costa Rica;1995;male;75+ years;11,513,472,694;3672;Generation X
Costa Rica;1995;female;15-24 years;11,513,472,694;3672;G.I. Generation
Costa Rica;1995;female;35-54 years;11,513,472,694;3672;Generation X
Costa Rica;1995;female;55-74 years;11,513,472,694;3672;Boomers
Costa Rica;1995;female;25-34 years;11,513,472,694;3672;Silent
Costa Rica;1995;male;5-14 years;11,513,472,694;3672;Generation X
Costa Rica;1995;female;5-14 years;11,513,472,694;3672;Millenials
Costa Rica;1995;female;75+ years;11,513,472,694;3672;Millenials
Costa Rica;1996;male;75+ years;11,513,472,694;3672;G.I. Generation
Costa Rica;1996;male;25-34 years;11,618,286,553;3639;G.I. Generation
Costa Rica;1996;male;15-24 years;11,618,286,553;3639;Generation X
Costa Rica;1996;male;35-54 years;11,618,286,553;3639;Generation X
Costa Rica;1996;male;55-74 years;11,618,286,553;3639;Boomers
Costa Rica;1996;female;15-24 years;11,618,286,553;3639;Silent
Costa Rica;1996;female;25-34 years;11,618,286,553;3639;Generation X
Costa Rica;1996;female;55-74 years;11,618,286,553;3639;Generation X
Costa Rica;1996;female;35-54 years;11,618,286,553;3639;Silent
Costa Rica;1996;male;5-14 years;11,618,286,553;3639;Boomers
Costa Rica;1996;female;5-14 years;11,618,286,553;3639;Millenials
Costa Rica;1996;female;75+ years;11,618,286,553;3639;Millenials
Costa Rica;1997;male;55-74 years;11,618,286,553;3639;G.I. Generation
Costa Rica;1997;male;75+ years;12,552,071,367;3827;Silent
Costa Rica;1997;male;25-34 years;12,552,071,367;3827;G.I. Generation
Costa Rica;1997;male;15-24 years;12,552,071,367;3827;Generation X
Costa Rica;1997;male;35-54 years;12,552,071,367;3827;Generation X
Costa Rica;1997;female;15-24 years;12,552,071,367;3827;Boomers
Costa Rica;1997;female;75+ years;12,552,071,367;3827;Generation X
Costa Rica;1997;female;35-54 years;12,552,071,367;3827;G.I. Generation
Costa Rica;1997;female;25-34 years;12,552,071,367;3827;Boomers
Costa Rica;1997;male;5-14 years;12,552,071,367;3827;Generation X
Costa Rica;1997;female;55-74 years;12,552,071,367;3827;Millenials
Costa Rica;1997;female;5-14 years;12,552,071,367;3827;Silent
Costa Rica;1998;male;75+ years;12,552,071,367;3827;Millenials
Costa Rica;1998;male;25-34 years;13,617,405,420;4046;G.I. Generation
Costa Rica;1998;male;35-54 years;13,617,405,420;4046;Generation X
Costa Rica;1998;male;55-74 years;13,617,405,420;4046;Boomers
Costa Rica;1998;male;15-24 years;13,617,405,420;4046;Silent
Costa Rica;1998;female;25-34 years;13,617,405,420;4046;Generation X
Costa Rica;1998;female;75+ years;13,617,405,420;4046;Generation X
Costa Rica;1998;female;15-24 years;13,617,405,420;4046;G.I. Generation
Costa Rica;1998;female;35-54 years;13,617,405,420;4046;Generation X
Costa Rica;1998;male;5-14 years;13,617,405,420;4046;Boomers
Costa Rica;1998;female;55-74 years;13,617,405,420;4046;Millenials
Costa Rica;1998;female;5-14 years;13,617,405,420;4046;Silent
Costa Rica;1999;male;35-54 years;13,617,405,420;4046;Millenials
Costa Rica;1999;male;25-34 years;14,195,623,425;4115;Boomers
Costa Rica;1999;male;55-74 years;14,195,623,425;4115;Generation X
Costa Rica;1999;male;75+ years;14,195,623,425;4115;Silent
Costa Rica;1999;male;15-24 years;14,195,623,425;4115;G.I. Generation
Costa Rica;1999;female;15-24 years;14,195,623,425;4115;Generation X
Costa Rica;1999;female;25-34 years;14,195,623,425;4115;Generation X
Costa Rica;1999;female;35-54 years;14,195,623,425;4115;Generation X
Costa Rica;1999;female;55-74 years;14,195,623,425;4115;Boomers
Costa Rica;1999;female;5-14 years;14,195,623,425;4115;Silent
Costa Rica;1999;female;75+ years;14,195,623,425;4115;Millenials
Costa Rica;1999;male;5-14 years;14,195,623,425;4115;G.I. Generation
Costa Rica;2000;male;75+ years;14,195,623,425;4115;Millenials
Costa Rica;2000;male;35-54 years;14,949,514,585;4233;G.I. Generation
Costa Rica;2000;male;25-34 years;14,949,514,585;4233;Boomers
Costa Rica;2000;male;15-24 years;14,949,514,585;4233;Generation X
Costa Rica;2000;male;55-74 years;14,949,514,585;4233;Generation X
Costa Rica;2000;female;25-34 years;14,949,514,585;4233;Silent
Costa Rica;2000;female;75+ years;14,949,514,585;4233;Generation X
Costa Rica;2000;female;15-24 years;14,949,514,585;4233;G.I. Generation
Costa Rica;2000;female;55-74 years;14,949,514,585;4233;Generation X
Costa Rica;2000;female;35-54 years;14,949,514,585;4233;Silent
Costa Rica;2000;female;5-14 years;14,949,514,585;4233;Boomers
Costa Rica;2000;male;5-14 years;14,949,514,585;4233;Millenials
Costa Rica;2001;male;75+ years;14,949,514,585;4233;Millenials
Costa Rica;2001;male;25-34 years;15,913,363,335;4412;Silent
Costa Rica;2001;male;35-54 years;15,913,363,335;4412;Generation X
Costa Rica;2001;male;55-74 years;15,913,363,335;4412;Boomers
Costa Rica;2001;male;15-24 years;15,913,363,335;4412;Silent
Costa Rica;2001;female;25-34 years;15,913,363,335;4412;Millenials
Costa Rica;2001;female;15-24 years;15,913,363,335;4412;Generation X
Costa Rica;2001;female;75+ years;15,913,363,335;4412;Millenials
Costa Rica;2001;female;35-54 years;15,913,363,335;4412;Silent
Costa Rica;2001;male;5-14 years;15,913,363,335;4412;Boomers
Costa Rica;2001;female;5-14 years;15,913,363,335;4412;Millenials
Costa Rica;2001;female;55-74 years;15,913,363,335;4412;Millenials
Costa Rica;2002;male;75+ years;15,913,363,335;4412;Silent
Costa Rica;2002;male;25-34 years;16,504,795,453;4485;Silent
Costa Rica;2002;male;35-54 years;16,504,795,453;4485;Generation X
Costa Rica;2002;male;15-24 years;16,504,795,453;4485;Boomers
Costa Rica;2002;male;55-74 years;16,504,795,453;4485;Millenials
Costa Rica;2002;female;15-24 years;16,504,795,453;4485;Silent
Costa Rica;2002;female;25-34 years;16,504,795,453;4485;Millenials
Costa Rica;2002;female;35-54 years;16,504,795,453;4485;Generation X
Costa Rica;2002;female;55-74 years;16,504,795,453;4485;Boomers
Costa Rica;2002;male;5-14 years;16,504,795,453;4485;Silent
Costa Rica;2002;female;5-14 years;16,504,795,453;4485;Millenials
Costa Rica;2002;female;75+ years;16,504,795,453;4485;Millenials
Costa Rica;2003;male;75+ years;16,504,795,453;4485;Silent
Costa Rica;2003;male;55-74 years;17,195,867,540;4583;Silent
Costa Rica;2003;male;35-54 years;17,195,867,540;4583;Silent
Costa Rica;2003;male;25-34 years;17,195,867,540;4583;Boomers
Costa Rica;2003;male;15-24 years;17,195,867,540;4583;Generation X
Costa Rica;2003;female;15-24 years;17,195,867,540;4583;Millenials
Costa Rica;2003;female;25-34 years;17,195,867,540;4583;Millenials
Costa Rica;2003;female;35-54 years;17,195,867,540;4583;Generation X
Costa Rica;2003;female;55-74 years;17,195,867,540;4583;Boomers
Costa Rica;2003;female;5-14 years;17,195,867,540;4583;Silent
Costa Rica;2003;male;5-14 years;17,195,867,540;4583;Millenials
Costa Rica;2003;female;75+ years;17,195,867,540;4583;Millenials
Costa Rica;2004;male;35-54 years;17,195,867,540;4583;Silent
Costa Rica;2004;male;55-74 years;18,529,767,934;4850;Boomers
Costa Rica;2004;male;25-34 years;18,529,767,934;4850;Silent
Costa Rica;2004;male;15-24 years;18,529,767,934;4850;Generation X
Costa Rica;2004;male;75+ years;18,529,767,934;4850;Millenials
Costa Rica;2004;female;25-34 years;18,529,767,934;4850;Silent
Costa Rica;2004;female;15-24 years;18,529,767,934;4850;Generation X
Costa Rica;2004;female;55-74 years;18,529,767,934;4850;Millenials
Costa Rica;2004;female;35-54 years;18,529,767,934;4850;Silent
Costa Rica;2004;female;75+ years;18,529,767,934;4850;Boomers
Costa Rica;2004;female;5-14 years;18,529,767,934;4850;Silent
Costa Rica;2004;male;5-14 years;18,529,767,934;4850;Millenials
Costa Rica;2005;male;35-54 years;18,529,767,934;4850;Millenials
Costa Rica;2005;male;55-74 years;19,952,156,475;5133;Boomers
Costa Rica;2005;male;25-34 years;19,952,156,475;5133;Silent
Costa Rica;2005;male;15-24 years;19,952,156,475;5133;Generation X
Costa Rica;2005;male;75+ years;19,952,156,475;5133;Millenials
Costa Rica;2005;female;15-24 years;19,952,156,475;5133;Silent
Costa Rica;2005;female;35-54 years;19,952,156,475;5133;Millenials
Costa Rica;2005;female;25-34 years;19,952,156,475;5133;Boomers
Costa Rica;2005;female;55-74 years;19,952,156,475;5133;Generation X
Costa Rica;2005;female;5-14 years;19,952,156,475;5133;Silent
Costa Rica;2005;male;5-14 years;19,952,156,475;5133;Millenials
Costa Rica;2005;female;75+ years;19,952,156,475;5133;Millenials
Costa Rica;2006;male;35-54 years;19,952,156,475;5133;Silent
Costa Rica;2006;male;25-34 years;22,600,431,878;5716;Boomers
Costa Rica;2006;male;55-74 years;22,600,431,878;5716;Generation X
Costa Rica;2006;male;15-24 years;22,600,431,878;5716;Silent
Costa Rica;2006;male;75+ years;22,600,431,878;5716;Millenials
Costa Rica;2006;female;15-24 years;22,600,431,878;5716;Silent
Costa Rica;2006;female;75+ years;22,600,431,878;5716;Millenials
Costa Rica;2006;female;25-34 years;22,600,431,878;5716;Silent
Costa Rica;2006;female;35-54 years;22,600,431,878;5716;Generation X
Costa Rica;2006;female;55-74 years;22,600,431,878;5716;Boomers
Costa Rica;2006;male;5-14 years;22,600,431,878;5716;Silent
Costa Rica;2006;female;5-14 years;22,600,431,878;5716;Millenials
Costa Rica;2007;male;35-54 years;22,600,431,878;5716;Millenials
Costa Rica;2007;male;25-34 years;26,743,874,206;6661;Boomers
Costa Rica;2007;male;55-74 years;26,743,874,206;6661;Generation X
Costa Rica;2007;male;15-24 years;26,743,874,206;6661;Silent
Costa Rica;2007;male;75+ years;26,743,874,206;6661;Millenials
Costa Rica;2007;female;15-24 years;26,743,874,206;6661;Silent
Costa Rica;2007;female;25-34 years;26,743,874,206;6661;Millenials
Costa Rica;2007;female;35-54 years;26,743,874,206;6661;Generation X
Costa Rica;2007;female;55-74 years;26,743,874,206;6661;Boomers
Costa Rica;2007;female;5-14 years;26,743,874,206;6661;Silent
Costa Rica;2007;male;5-14 years;26,743,874,206;6661;Generation Z
Costa Rica;2007;female;75+ years;26,743,874,206;6661;Generation Z
Costa Rica;2008;male;35-54 years;26,743,874,206;6661;Silent
Costa Rica;2008;male;15-24 years;30,612,932,876;7517;Boomers
Costa Rica;2008;male;55-74 years;30,612,932,876;7517;Millenials
Costa Rica;2008;male;25-34 years;30,612,932,876;7517;Silent
Costa Rica;2008;male;75+ years;30,612,932,876;7517;Generation X
Costa Rica;2008;female;75+ years;30,612,932,876;7517;Silent
Costa Rica;2008;female;15-24 years;30,612,932,876;7517;Silent
Costa Rica;2008;female;55-74 years;30,612,932,876;7517;Millenials
Costa Rica;2008;female;35-54 years;30,612,932,876;7517;Silent
Costa Rica;2008;female;25-34 years;30,612,932,876;7517;Boomers
Costa Rica;2008;female;5-14 years;30,612,932,876;7517;Generation X
Costa Rica;2008;male;5-14 years;30,612,932,876;7517;Generation Z
Costa Rica;2009;male;25-34 years;30,612,932,876;7517;Generation Z
Costa Rica;2009;male;35-54 years;30,562,361,123;7403;Generation X
Costa Rica;2009;male;15-24 years;30,562,361,123;7403;Boomers
Costa Rica;2009;male;55-74 years;30,562,361,123;7403;Millenials
Costa Rica;2009;male;75+ years;30,562,361,123;7403;Silent
Costa Rica;2009;female;25-34 years;30,562,361,123;7403;Silent
Costa Rica;2009;female;15-24 years;30,562,361,123;7403;Generation X
Costa Rica;2009;female;35-54 years;30,562,361,123;7403;Millenials
Costa Rica;2009;female;55-74 years;30,562,361,123;7403;Boomers
Costa Rica;2009;female;5-14 years;30,562,361,123;7403;Silent
Costa Rica;2009;male;5-14 years;30,562,361,123;7403;Generation Z
Costa Rica;2009;female;75+ years;30,562,361,123;7403;Generation Z
Costa Rica;2010;male;25-34 years;30,562,361,123;7403;Silent
Costa Rica;2010;male;35-54 years;37,268,635,287;8906;Generation X
Costa Rica;2010;male;55-74 years;37,268,635,287;8906;Generation X
Costa Rica;2010;male;75+ years;37,268,635,287;8906;Silent
Costa Rica;2010;male;15-24 years;37,268,635,287;8906;Silent
Costa Rica;2010;female;25-34 years;37,268,635,287;8906;Millenials
Costa Rica;2010;female;35-54 years;37,268,635,287;8906;Generation X
Costa Rica;2010;female;15-24 years;37,268,635,287;8906;Generation X
Costa Rica;2010;female;55-74 years;37,268,635,287;8906;Millenials
Costa Rica;2010;male;5-14 years;37,268,635,287;8906;Silent
Costa Rica;2010;female;5-14 years;37,268,635,287;8906;Generation Z
Costa Rica;2010;female;75+ years;37,268,635,287;8906;Generation Z
Costa Rica;2011;male;25-34 years;37,268,635,287;8906;Silent
Costa Rica;2011;male;75+ years;42,262,697,840;9978;Millenials
Costa Rica;2011;male;35-54 years;42,262,697,840;9978;Silent
Costa Rica;2011;male;55-74 years;42,262,697,840;9978;Generation X
Costa Rica;2011;male;15-24 years;42,262,697,840;9978;Boomers
Costa Rica;2011;female;15-24 years;42,262,697,840;9978;Millenials
Costa Rica;2011;female;55-74 years;42,262,697,840;9978;Millenials
Costa Rica;2011;female;35-54 years;42,262,697,840;9978;Boomers
Costa Rica;2011;female;25-34 years;42,262,697,840;9978;Generation X
Costa Rica;2011;male;5-14 years;42,262,697,840;9978;Millenials
Costa Rica;2011;female;75+ years;42,262,697,840;9978;Generation Z
Costa Rica;2011;female;5-14 years;42,262,697,840;9978;Silent
Costa Rica;2012;male;35-54 years;42,262,697,840;9978;Generation Z
Costa Rica;2012;male;25-34 years;46,473,128,286;10832;Generation X
Costa Rica;2012;male;15-24 years;46,473,128,286;10832;Millenials
Costa Rica;2012;male;55-74 years;46,473,128,286;10832;Millenials
Costa Rica;2012;male;75+ years;46,473,128,286;10832;Boomers
Costa Rica;2012;female;35-54 years;46,473,128,286;10832;Silent
Costa Rica;2012;female;15-24 years;46,473,128,286;10832;Generation X
Costa Rica;2012;female;55-74 years;46,473,128,286;10832;Millenials
Costa Rica;2012;female;25-34 years;46,473,128,286;10832;Boomers
Costa Rica;2012;male;5-14 years;46,473,128,286;10832;Millenials
Costa Rica;2012;female;5-14 years;46,473,128,286;10832;Generation Z
Costa Rica;2012;female;75+ years;46,473,128,286;10832;Generation Z
Costa Rica;2013;male;25-34 years;46,473,128,286;10832;Silent
Costa Rica;2013;male;75+ years;49,745,088,112;11443;Millenials
Costa Rica;2013;male;55-74 years;49,745,088,112;11443;Silent
Costa Rica;2013;male;35-54 years;49,745,088,112;11443;Boomers
Costa Rica;2013;male;15-24 years;49,745,088,112;11443;Generation X
Costa Rica;2013;female;25-34 years;49,745,088,112;11443;Millenials
Costa Rica;2013;female;35-54 years;49,745,088,112;11443;Millenials
Costa Rica;2013;female;15-24 years;49,745,088,112;11443;Generation X
Costa Rica;2013;male;5-14 years;49,745,088,112;11443;Millenials
Costa Rica;2013;female;55-74 years;49,745,088,112;11443;Generation Z
Costa Rica;2013;female;75+ years;49,745,088,112;11443;Boomers
Costa Rica;2013;female;5-14 years;49,745,088,112;11443;Silent
Costa Rica;2014;male;55-74 years;49,745,088,112;11443;Generation Z
Costa Rica;2014;male;35-54 years;50,577,769,838;11485;Boomers
Costa Rica;2014;male;25-34 years;50,577,769,838;11485;Generation X
Costa Rica;2014;male;15-24 years;50,577,769,838;11485;Millenials
Costa Rica;2014;male;75+ years;50,577,769,838;11485;Millenials
Costa Rica;2014;female;25-34 years;50,577,769,838;11485;Silent
Costa Rica;2014;female;15-24 years;50,577,769,838;11485;Millenials
Costa Rica;2014;female;75+ years;50,577,769,838;11485;Millenials
Costa Rica;2014;female;35-54 years;50,577,769,838;11485;Silent
Costa Rica;2014;female;55-74 years;50,577,769,838;11485;Generation X
Costa Rica;2014;female;5-14 years;50,577,769,838;11485;Boomers
Costa Rica;2014;male;5-14 years;50,577,769,838;11485;Generation Z
Croatia;1995;male;75+ years;50,577,769,838;11485;Generation Z
Croatia;1995;male;55-74 years;22,387,561,845;4978;G.I. Generation
Croatia;1995;male;35-54 years;22,387,561,845;4978;Silent
Croatia;1995;female;75+ years;22,387,561,845;4978;Boomers
Croatia;1995;male;25-34 years;22,387,561,845;4978;G.I. Generation
Croatia;1995;male;15-24 years;22,387,561,845;4978;Generation X
Croatia;1995;female;55-74 years;22,387,561,845;4978;Generation X
Croatia;1995;female;35-54 years;22,387,561,845;4978;Silent
Croatia;1995;female;25-34 years;22,387,561,845;4978;Boomers
Croatia;1995;female;15-24 years;22,387,561,845;4978;Generation X
Croatia;1995;male;5-14 years;22,387,561,845;4978;Generation X
Croatia;1995;female;5-14 years;22,387,561,845;4978;Millenials
Croatia;1996;male;75+ years;22,387,561,845;4978;Millenials
Croatia;1996;male;55-74 years;23,678,012,697;5610;G.I. Generation
Croatia;1996;male;35-54 years;23,678,012,697;5610;Silent
Croatia;1996;female;75+ years;23,678,012,697;5610;Boomers
Croatia;1996;male;25-34 years;23,678,012,697;5610;G.I. Generation
Croatia;1996;male;15-24 years;23,678,012,697;5610;Generation X
Croatia;1996;female;55-74 years;23,678,012,697;5610;Generation X
Croatia;1996;female;35-54 years;23,678,012,697;5610;Silent
Croatia;1996;female;25-34 years;23,678,012,697;5610;Boomers
Croatia;1996;female;15-24 years;23,678,012,697;5610;Generation X
Croatia;1996;male;5-14 years;23,678,012,697;5610;Generation X
Croatia;1996;female;5-14 years;23,678,012,697;5610;Millenials
Croatia;1997;male;75+ years;23,678,012,697;5610;Millenials
Croatia;1997;male;55-74 years;23,822,087,053;5546;G.I. Generation
Croatia;1997;female;75+ years;23,822,087,053;5546;Silent
Croatia;1997;male;35-54 years;23,822,087,053;5546;G.I. Generation
Croatia;1997;male;15-24 years;23,822,087,053;5546;Boomers
Croatia;1997;female;55-74 years;23,822,087,053;5546;Generation X
Croatia;1997;male;25-34 years;23,822,087,053;5546;Silent
Croatia;1997;female;35-54 years;23,822,087,053;5546;Generation X
Croatia;1997;female;25-34 years;23,822,087,053;5546;Boomers
Croatia;1997;female;15-24 years;23,822,087,053;5546;Generation X
Croatia;1997;male;5-14 years;23,822,087,053;5546;Generation X
Croatia;1997;female;5-14 years;23,822,087,053;5546;Millenials
Croatia;1998;male;75+ years;23,822,087,053;5546;Millenials
Croatia;1998;male;55-74 years;25,432,144,406;6015;G.I. Generation
Croatia;1998;male;35-54 years;25,432,144,406;6015;Silent
Croatia;1998;female;75+ years;25,432,144,406;6015;Boomers
Croatia;1998;male;25-34 years;25,432,144,406;6015;G.I. Generation
Croatia;1998;female;55-74 years;25,432,144,406;6015;Generation X
Croatia;1998;male;15-24 years;25,432,144,406;6015;Silent
Croatia;1998;female;35-54 years;25,432,144,406;6015;Generation X
Croatia;1998;female;25-34 years;25,432,144,406;6015;Boomers
Croatia;1998;female;15-24 years;25,432,144,406;6015;Generation X
Croatia;1998;male;5-14 years;25,432,144,406;6015;Generation X
Croatia;1998;female;5-14 years;25,432,144,406;6015;Millenials
Croatia;1999;male;75+ years;25,432,144,406;6015;Millenials
Croatia;1999;male;55-74 years;23,386,945,597;5459;G.I. Generation
Croatia;1999;male;35-54 years;23,386,945,597;5459;Silent
Croatia;1999;female;75+ years;23,386,945,597;5459;Boomers
Croatia;1999;male;25-34 years;23,386,945,597;5459;G.I. Generation
Croatia;1999;female;55-74 years;23,386,945,597;5459;Generation X
Croatia;1999;male;15-24 years;23,386,945,597;5459;Silent
Croatia;1999;female;35-54 years;23,386,945,597;5459;Generation X
Croatia;1999;female;15-24 years;23,386,945,597;5459;Boomers
Croatia;1999;female;25-34 years;23,386,945,597;5459;Generation X
Croatia;1999;male;5-14 years;23,386,945,597;5459;Generation X
Croatia;1999;female;5-14 years;23,386,945,597;5459;Millenials
Croatia;2000;male;75+ years;23,386,945,597;5459;Millenials
Croatia;2000;male;55-74 years;21,774,273,832;5288;G.I. Generation
Croatia;2000;male;35-54 years;21,774,273,832;5288;Silent
Croatia;2000;female;75+ years;21,774,273,832;5288;Boomers
Croatia;2000;male;25-34 years;21,774,273,832;5288;G.I. Generation
Croatia;2000;female;55-74 years;21,774,273,832;5288;Generation X
Croatia;2000;male;15-24 years;21,774,273,832;5288;Silent
Croatia;2000;female;35-54 years;21,774,273,832;5288;Generation X
Croatia;2000;female;25-34 years;21,774,273,832;5288;Boomers
Croatia;2000;female;15-24 years;21,774,273,832;5288;Generation X
Croatia;2000;male;5-14 years;21,774,273,832;5288;Generation X
Croatia;2000;female;5-14 years;21,774,273,832;5288;Millenials
Croatia;2001;male;75+ years;21,774,273,832;5288;Millenials
Croatia;2001;male;55-74 years;23,289,671,102;5571;Silent
Croatia;2001;male;35-54 years;23,289,671,102;5571;Silent
Croatia;2001;female;75+ years;23,289,671,102;5571;Boomers
Croatia;2001;male;25-34 years;23,289,671,102;5571;Silent
Croatia;2001;female;55-74 years;23,289,671,102;5571;Generation X
Croatia;2001;male;15-24 years;23,289,671,102;5571;Silent
Croatia;2001;female;35-54 years;23,289,671,102;5571;Millenials
Croatia;2001;female;25-34 years;23,289,671,102;5571;Boomers
Croatia;2001;female;15-24 years;23,289,671,102;5571;Generation X
Croatia;2001;male;5-14 years;23,289,671,102;5571;Millenials
Croatia;2001;female;5-14 years;23,289,671,102;5571;Millenials
Croatia;2002;male;75+ years;23,289,671,102;5571;Millenials
Croatia;2002;male;55-74 years;26,878,499,206;6373;Silent
Croatia;2002;female;75+ years;26,878,499,206;6373;Silent
Croatia;2002;male;35-54 years;26,878,499,206;6373;Silent
Croatia;2002;male;25-34 years;26,878,499,206;6373;Boomers
Croatia;2002;male;15-24 years;26,878,499,206;6373;Generation X
Croatia;2002;female;55-74 years;26,878,499,206;6373;Millenials
Croatia;2002;female;35-54 years;26,878,499,206;6373;Silent
Croatia;2002;female;25-34 years;26,878,499,206;6373;Boomers
Croatia;2002;female;15-24 years;26,878,499,206;6373;Generation X
Croatia;2002;female;5-14 years;26,878,499,206;6373;Millenials
Croatia;2002;male;5-14 years;26,878,499,206;6373;Millenials
Croatia;2003;male;75+ years;26,878,499,206;6373;Millenials
Croatia;2003;male;55-74 years;34,658,113,497;8202;Silent
Croatia;2003;male;35-54 years;34,658,113,497;8202;Silent
Croatia;2003;male;25-34 years;34,658,113,497;8202;Boomers
Croatia;2003;female;75+ years;34,658,113,497;8202;Generation X
Croatia;2003;male;15-24 years;34,658,113,497;8202;Silent
Croatia;2003;female;55-74 years;34,658,113,497;8202;Millenials
Croatia;2003;female;35-54 years;34,658,113,497;8202;Silent
Croatia;2003;female;25-34 years;34,658,113,497;8202;Boomers
Croatia;2003;female;15-24 years;34,658,113,497;8202;Generation X
Croatia;2003;male;5-14 years;34,658,113,497;8202;Millenials
Croatia;2003;female;5-14 years;34,658,113,497;8202;Millenials
Croatia;2004;male;75+ years;34,658,113,497;8202;Millenials
Croatia;2004;male;55-74 years;41,574,530,816;9829;Silent
Croatia;2004;male;35-54 years;41,574,530,816;9829;Silent
Croatia;2004;female;75+ years;41,574,530,816;9829;Boomers
Croatia;2004;male;25-34 years;41,574,530,816;9829;Silent
Croatia;2004;female;55-74 years;41,574,530,816;9829;Generation X
Croatia;2004;male;15-24 years;41,574,530,816;9829;Silent
Croatia;2004;female;35-54 years;41,574,530,816;9829;Millenials
Croatia;2004;female;25-34 years;41,574,530,816;9829;Boomers
Croatia;2004;female;15-24 years;41,574,530,816;9829;Generation X
Croatia;2004;male;5-14 years;41,574,530,816;9829;Millenials
Croatia;2004;female;5-14 years;41,574,530,816;9829;Millenials
Croatia;2005;male;75+ years;41,574,530,816;9829;Millenials
Croatia;2005;male;55-74 years;45,416,358,502;10722;Silent
Croatia;2005;male;35-54 years;45,416,358,502;10722;Silent
Croatia;2005;female;75+ years;45,416,358,502;10722;Boomers
Croatia;2005;male;25-34 years;45,416,358,502;10722;Silent
Croatia;2005;female;55-74 years;45,416,358,502;10722;Generation X
Croatia;2005;male;15-24 years;45,416,358,502;10722;Silent
Croatia;2005;female;35-54 years;45,416,358,502;10722;Millenials
Croatia;2005;female;25-34 years;45,416,358,502;10722;Boomers
Croatia;2005;female;15-24 years;45,416,358,502;10722;Generation X
